Level,Column,Location,Samples,Groups,States,Chi-square,dof,p-value,Level FDR p-value,Global FDR p-value,Significant (global FDR<0.05)
1,2751,SNP_013712,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,2773,SNP_013809,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,2800,SNP_013990,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,2947,SNP_014566,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,2990,SNP_014755,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3050,SNP_015319,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3139,SNP_015634,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3333,SNP_016521,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3341,SNP_016594,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3349,SNP_016663,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3350,SNP_016664,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3360,SNP_016703,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3384,SNP_016770,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3504,SNP_017449,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3505,SNP_017476,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3508,SNP_017523,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3509,SNP_017530,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3656,SNP_018178,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3664,SNP_018237,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3683,SNP_018397,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3785,SNP_019087,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,3968,SNP_020033,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4033,SNP_020235,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4059,SNP_020377,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4181,SNP_020891,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4189,SNP_020929,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4192,SNP_020932,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4195,SNP_020938,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4198,SNP_020942,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4199,SNP_020944,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4200,SNP_020945,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4252,SNP_021086,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4268,SNP_021135,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4307,SNP_021323,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4434,SNP_022090,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4630,SNP_022978,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4638,SNP_023045,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4679,SNP_023257,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4681,SNP_023262,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4695,SNP_023311,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4764,SNP_023609,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4784,SNP_023787,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,4785,SNP_023788,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5041,SNP_024803,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5173,SNP_025448,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5176,SNP_025454,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5185,SNP_025476,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5187,SNP_025482,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5238,SNP_025709,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5312,SNP_026113,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5324,SNP_026140,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5414,SNP_026546,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5424,SNP_026577,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5509,SNP_027159,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5551,SNP_027366,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5581,SNP_027474,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5639,SNP_027802,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5735,SNP_028389,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5736,SNP_028390,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5760,SNP_028547,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,5902,SNP_029292,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6087,SNP_030077,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6097,SNP_030101,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6142,SNP_030186,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6189,SNP_030353,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6271,SNP_030666,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6338,SNP_031018,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6449,SNP_031772,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6594,SNP_032534,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6860,SNP_033836,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6936,SNP_034202,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6958,SNP_034342,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6979,SNP_034417,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6981,SNP_034426,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6982,SNP_034427,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,6987,SNP_034440,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7004,SNP_034490,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7175,SNP_035327,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7176,SNP_035328,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7227,SNP_035479,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7297,SNP_035919,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7378,SNP_036218,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7382,SNP_036227,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7702,SNP_037861,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7748,SNP_038128,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7753,SNP_038147,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7853,SNP_038580,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7894,SNP_038745,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,7975,SNP_039057,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,8087,SNP_039642,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,8130,SNP_039922,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,8282,SNP_040649,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,8423,SNP_041501,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,8466,SNP_041729,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,8557,SNP_042272,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,8572,SNP_042388,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,8576,SNP_042405,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,8581,SNP_042410,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,8638,SNP_042700,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,8704,SNP_043005,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,8831,SNP_043531,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9017,SNP_044411,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9143,SNP_044973,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9191,SNP_045168,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9273,SNP_045484,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9454,SNP_046321,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9458,SNP_046333,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9484,SNP_046520,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9501,SNP_046619,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9586,SNP_046901,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9678,SNP_047386,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9682,SNP_047423,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9742,SNP_047731,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9847,SNP_048181,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9884,SNP_048349,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,9986,SNP_048830,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10026,SNP_049061,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10040,SNP_049157,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10130,SNP_049634,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10341,SNP_050363,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10344,SNP_050370,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10357,SNP_050441,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10404,SNP_050648,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10458,SNP_050972,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10462,SNP_050977,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10537,SNP_051379,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10722,SNP_052034,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10780,SNP_052309,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10927,SNP_053152,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,10941,SNP_053217,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,11061,SNP_053787,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,11082,SNP_054033,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,11266,SNP_054955,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,11317,SNP_055188,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,11345,SNP_055310,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,11481,SNP_055956,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,11518,SNP_056231,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,11621,SNP_056805,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,11807,SNP_057781,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,11838,SNP_057968,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,11993,SNP_058773,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12178,SNP_059555,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12193,SNP_059607,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12195,SNP_059614,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12229,SNP_059798,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12292,SNP_060168,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12317,SNP_060396,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12333,SNP_060445,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12396,SNP_060745,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12631,SNP_061826,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12666,SNP_062023,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12759,SNP_062635,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12806,SNP_062857,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12828,SNP_062969,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12847,SNP_063115,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12957,SNP_063639,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,12966,SNP_063664,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13029,SNP_064017,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13079,SNP_064217,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13337,SNP_065534,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13431,SNP_065907,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13570,SNP_066427,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13589,SNP_066464,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13627,SNP_066700,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13629,SNP_066704,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13650,SNP_066816,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13800,SNP_067360,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13839,SNP_067654,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13854,SNP_067761,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13968,SNP_068190,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13982,SNP_068235,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,13991,SNP_068265,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,14035,SNP_068547,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,14063,SNP_068716,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,14086,SNP_068796,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,14131,SNP_069043,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,14258,SNP_069503,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
1,14307,SNP_069738,100,6,2,100.00000000000001,5,5.2851483609431804e-20,2.8961643265976214e-18,8.688492979792864e-18,True
